Index,DOI,Mineral phase,Description,CaSO4,CaCO3,SiO2,Fe(OH)3,Al(OH)3,C,Cr(OH)3,ZnO,Al2O3,Fe2O3,PbO,CuS,PbSO4,ZnS,Zn(OH)2,NaCl,PbS,HgS,As2O3,Cu(OH)2,Ni,Pb,NiO,Fe3O4,FeS,Ni(OH)2,CaF2,CuO,Na2SO4,ZnSO4,Cu,ZnFe2O4,Ag,HgO,Fe,Pt,V2O5,As2S3,CdS,SnO2,Zn,TiO2,S,PbCO3,Cr2O3,Mg(OH)2,Cd(OH)2,Ag2S,Mn(OH)2,KCl,CdO,PbO2,MgO,CaO,Cu2S,FeAsO4,Pb(OH)2,Ca2SiO4,NiS,PbCl2,ZnCl2,Cd,Na2CrO4,Sb,Bi2O3,MoS2,CaMg(CO3)2,Sb2O3,WO3,Pd,MoO3,zeolite,Ca(AsO2)2,Ca3(AsO4)2,Ca(OH)2,MgCO3,CaHPO4,FeCr2O4,MnS,Na3AsO4,Au,Sb2S3,BaSO4,FeS2,PbFe6(SO4)4(OH)12,Zn2SiO4,Cu5As2,Cu2Sb,WS2,CeO2,Re,BaCl2,BaCO3,NiFe2O4,Ca3(PO4)2,CaHPO4·2H2O,AgCl,Co(OH)2,Sn(OH)2,CuSO4,NiSO4,Au(OH)3,Ca2(PO4)3,CdSO4,CdCl2,CuCl2,Ca2Al2SiO7,AsCl3,CuCl,CaP4O11,CaCrO4,FeCr,CaAl2Si2O8,Fe(OH)2,MnO2,NaSbO3,Bi,NaOH,HgSe,(Y0.95Eu0.05)2O3,Ce0.67Tb0.33MgAl11O19,Ba0.9Eu0.1Mg2Al16O27,MgCl2,Ag2SO4,KAl2(AlSi3O10)(OH)2,KFe3(SO4)2(OH)6,FeOOH,Co,Ag2O,Cu3As,Ag3Sb,Na2SnO3,Na3SbO4,Pb3O4,Sn,Na2WO4,Cs,Ru,Al,CaHAsO4·H2O,Ca3(AsO4)2·4H2O,Ca5(AsO4)3OH,Ca4(AsO4)2(OH)2·4H2O,Ca5H2(AsO4)4,FeAsO4·2H2O,CuCrO4,CrAsO4,NaCN,MoO2,Sn(OH)Cl,α-(SnO2·H2O)5,Ca(OH)2·2Zn(OH)2·2H2O,C12H10Cu4O14·5H2O,2CaSO3·H2O,CaSO3·H2O,NiCO3,NiHPO3,P,MgHPO4·3H2O,Ca5(PO4)3OH,Ca8H2(PO4)6·2H2O,Ca(H2PO2)2,Na3PO4·12H2O,In(OH)3,CaSnO3,Sn(OH)4,Pd(OH)2,Cr2(SO4)3,MnCO3,CuSO4·2H2O,SnSO4,Ca2Cr2O5,AgS,ZnCr2O4,CrSO4,CrO2Cl2,Ca3Al2O6,Cu3Cl3,Na21Mg(SO4)10Cl3,Cu3AsSe4,CaTiO3,Na4Al3Si3O12Cl,BeF2,MgF2,BeO,NH4F,(NH4)2BeF4,Be(OH)2,Be2(OH)2SO4,Fe(OH)CrO4,3CaO·Al2O3·CaCrO4,MgFe2O4,NaAlSiO2,4CaO·Al2O3·Fe2O3,3Na2O·Al2O3·6H2O,3CaO·Al2O3·6H2O,CaMgCO3,Ca2V2O7,Si,FeZn13,SnCl2,NH4Cl,ZnCl2·4Zn(OH)2·H2O,Fe(AsO)2,Na3SbO3,Na3AsO3,Na3SbS3,Na2S,Na2CO3,Na2SiO3,CaSiO3,HgSO4,Hg2Cl2,"3Ca3(PO4)2·Ca(F,Cl)2",Tl(OH)3,PbSiO3,CaCl2,K2SO4,MgSO4,Ca3SiO5,FeCuS2,NiCl2,Ni2O3,Ni(NO3)2,LaNi5,Zn3(PO4)2,NiOH,CuFeS2,Cu2O,Cu2(OH)2CO3,Cu(OH)2(CO3)2,Cu5FeS4,Cu3AsS4,As4S4,FeAsS,Zn(H2O)(OH)(AsO3),ZnSO4·H2O,Cu2O(SO4),CuSn(OH)6,NH4Fe3(SO4)2(OH)6,KAlSiO4,Fe3S4,Fe2.95Si0.05O4,Zn5(OH)8Cl2·H2O,PbFe3(AsO4)(SO4)(OH)6,ZnO2,Pb5O8,InSb,FeZn10.98,InAlO3(ZnO)19,TeO2,Bi2TeO6,CuBi2O4,SbOCl,BiOCl,ZnFeO2,Pb-Sb,Fe5Sb4,NiAs,Fe(1-x)S,Na2[Sn(OH)6],Ag-Zn,Ca3Bi2,CaBi,CaBi3,Mg3Bi2,PbFCl,BiF3,Cu9.5As4,As,AgySb2-x(O·OH·H2O)6~7,Ag-Sb,Au2Te,Al2Si2O3(OH)4,PbO·SnO2,Ag2O3,CaSO3,NaFe3(SO4)2(OH)6,Zn2Al2O4,Cu-Fe-Zn,SnO,Zn(H2PO2)2,Bi2S3,Ca(Zn(OH)3)2·2H2O,CaWO4,FeWO4,Na2Nb2O6,Na2Ta2O6,Fe(TaO3)2,Mn(TaO3)2,Fe(NbO3)2,Mn(NbO3)2,MnFe2O4,CaFe2O4,MoS3,Cu0.52Mo6S7.82,γ-Cd(OH)2,γ-NiOOH,KOH,"LaPO4:Ce,Tb","(Sr,Ca,Ba)10(PO4)6Cl2:Eu",BaO,SrO,AuCu,Re2O3,La2O3,NiAl2O4,Ni2V2O7,K2O,Al2O3·2SiO2·2H2O,CoS,NiMoO4,LiAlW2O4,"Cs0,1K0.1Co4.5Ni2.5Bi1.0Fe2.0Cr1.0Mn0.5Sn0.2Pb0.2Mo12.3Ox",Cr,Mg(VO2)2,V2O2,AlPO4,Ga,Ir,Al2SiO5,Ba,Zr,Ti,Hf,ZrO2,V2O4,KAlSi2O6,KFe(SO4)2,SiC,Rh,Al1.83O4.85Si1.08,Ca4Al6Si6O24(SO4),PtO,PtO2,RhO2,Rh2O3,PdO,PdO2,Zr0.86Ca0.14O1.86,Zr0.72Y0.28O1.86,Al0.5Si0.75O2.25,2FeO·2Al2O3·5SiO2,2MgO·2Al2O3·5SiO2,Zn2SnO4
A,10.1016/j.hydromet.2024.106319,"Fe3.6Fe0.9(O.OH.SO4)9, S, ZnS, SiO2",direct leach residue,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B,10.1080/00084433.2024.2393552,"S, FeS2, PbSO4",Two-stage leaching ,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C,10.1016/j.chemer.2024.126198,"ZnS, S, CaSO4·2H2O, SiO2",hot filter residue,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D,10.1007/s11837-023-06321-4,"ZnS, FeS2, S, SiO2, CaSO4",residue from two-stage oxidation pressure acid leaching,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
